,frac,baseline_bacc,baseline_acc,baseline_auc,baseline_ap,bacc,acc,auc,ap
0,0.0,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479
1,0.01,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8318749999999999,0.914236111111111,0.9449696180555556,0.820288895147189
2,0.02,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8210416666666667,0.9121527777777778,0.9414105902777777,0.8105826999822296
3,0.05,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8164583333333333,0.9135416666666666,0.9429926215277777,0.814597910636085
4,0.1,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8304166666666667,0.9166666666666666,0.9484505208333334,0.8327267098614144
5,0.2,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8319791666666667,0.9199652777777778,0.950466579861111,0.8371684321370669
6,0.4,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8342708333333334,0.921701388888889,0.9517426215277778,0.839985692278221
7,0.6,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8476041666666667,0.9258680555555555,0.9555208333333333,0.8548516697275235
8,0.8,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8474999999999999,0.9263888888888889,0.9559071180555556,0.8555997596092576
9,1.0,0.8238541666666667,0.9126736111111111,0.9428255208333333,0.8178524314732479,0.8498958333333334,0.9296875,0.9579774305555556,0.8616183273235176
